"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN","WSF2","WSF5","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT13","WT14","WT16","WT21"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-24","6.49","0.00",,,"64","59","14.1","17.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-25","5.37","0.00",,,"64","60","12.1","21.0",,,,,,,,"    1","    1","    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-26","6.71","0.00",,,"66","58","14.1","17.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-27","4.47","0.00",,,"72","52","13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-28","5.37","0.00",,,"77","52","14.1","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-29","3.13","0.00",,,"75","53","12.1","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-30","4.92","0.00",,,"75","54","14.1","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-31","5.14","0.00",,,"62","52","12.1","17.9","    1","    1",,,,,,"    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-01","2.91","0.00",,,"67","55","10.1","15.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-02","5.14","0.00",,,"84","53","10.1","28.0",,,,,,,,"    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-03","6.49","0.00",,,"66","57","15.0",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-04","11.18","0.14",,,"61","53","25.1","30.0","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-05","7.16","0.00",,,"61","46","15.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-06","6.93","0.42",,,"60","48","21.9","29.1","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-07","5.82","0.00",,,"62","46","16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-08","6.04","0.00",,,"68","47","14.1",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-09","5.59","0.00",,,"78","48","13.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-10","5.82","0.00",,,"76","59","14.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-11","5.82","0.00",,,"71","59","15.0","21.0",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-12","8.28","0.15",,,"64","54","23.0","34.9",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-13","6.26","0.00",,,"69","54","17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-14","4.92","0.00",,,"65","52","15.0","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-15","6.26","0.00",,,"64","56","16.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-16","5.59","0.00",,,"62","55","15.0","19.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-17","2.91","0.00",,,"67","53","15.0","17.0","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-18","4.03","0.00",,,"61","56","8.1","15.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-19","6.04","0.00",,,"60","52","15.0","17.0",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-20","6.49","0.98",,,"54","48","17.9","23.0","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-21","4.70","0.00",,,"58","45","13.0","16.1","    1",,,,,,,,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-22","4.25","0.00",,,"65","45","13.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-23","5.59","0.00",,,"65","48","13.0",,"    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-24","5.82","0.00",,,"63","52","15.0","15.0",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-25","4.25","0.00",,,"65","50","13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-26","2.91","0.00",,,"73","50","12.1","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-27","5.59","0.00",,,"81","53","13.0","17.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-28","3.80","0.00",,,"77","50","14.1","16.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-29","2.46","0.00",,,"75","49","13.0","14.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-30","8.72","0.00",,,"69","44","32.0","47.0","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-01","10.51","0.00",,,"67","52","21.0","40.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-02","6.71","0.00",,,"64","48","21.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-03","5.14","0.00",,,"63","49","14.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-04","4.25","0.00",,,"63","42","13.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-05","4.03","0.00",,,"64","43","12.1",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-06","4.03","0.00",,,"60","41","16.1","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-07","4.92","0.00",,,"64","44","14.1","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-08","4.03","0.00",,,"66","43","13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-09","3.58","0.00",,,"66","44","12.1","16.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-10","5.14","0.00",,,"65","48","17.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-11","3.58","0.00",,,"59","47","12.1","14.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-12","7.38","0.65",,,"55","49","17.0","29.1","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-13","6.93","0.00",,,"62","49","19.9","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-14","4.92","0.00",,,"60","46","12.1","17.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-15","4.47","0.02",,,"58","45","17.0","21.9",,,"    1",,,"    1",,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-16","3.80","0.00",,,"66","42","12.1","16.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-17","4.25","0.00",,,"65","52","12.1","17.0",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-18","4.92","0.00",,,"63","48","15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-19","5.14","0.00",,,"59","49","13.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-20","2.01","0.00",,,"64","48","10.1",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-21","4.03","0.00",,,"63","45","10.1","15.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-22","4.92","0.00",,,"68","46","21.9","38.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-23","3.13","0.00",,,"67","40","12.1",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-24","2.91","0.00",,,"71","42","12.1",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-25","3.80","0.00",,,"72","44","14.1","16.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-26","3.80","0.00",,,"68","45","8.9","13.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-27","3.80","0.00",,,"67","44","12.1","15.0","    1","    1",,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-28","3.80","0.00",,,"73","46","13.0","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-29","3.36","0.00",,,"69","49","12.1","13.0","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-30","3.80","0.00",,,"57","46","8.9","16.1","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-31","3.36","0.00",,,"62","44","12.1","15.0","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-01","5.37","0.00",,,"81","46","14.1","16.1","    1","    1",,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-02","5.59","0.00",,,"75","49","13.0",,"    1","    1",,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-03","3.13","0.00",,,"76","50","8.9",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-04","3.80","0.00",,,"85","52","12.1",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-05","5.14","0.00",,,"83","59","12.1",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-06","3.13","0.00",,,"73","52","12.1",,,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-07","4.47","0.00",,,"60","49","13.0","16.1","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-08","3.36","0.00",,,"68","44","15.0","17.9","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-09","4.25","0.00",,,"75","47","15.0",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-10","4.70","0.00",,,"67","49","13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-11","3.80","0.00",,,"66","50","13.0","15.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-12","4.03","0.00",,,"76","52","12.1","14.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-13","4.92","0.00",,,"79","49","12.1","16.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-14","3.80","0.00",,,"71","50","13.0","16.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-15","5.37","0.00",,,"63","49","14.1","19.9",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-16","5.59","0.01",,,"57","49","13.0","16.1",,,,,,"    1",,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-17","5.37","0.00",,,"59","45","13.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-18","3.80","0.00",,,"60","44","13.0","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-19","4.70","0.00",,,"62","44","13.0","15.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-20","4.92","0.00",,,"61","49","12.1","15.0",,,,,,"    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-21","14.09","0.62",,,"61","54","34.9","40.9",,,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-22","4.92","0.00",,,"62","47","12.1","15.0",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-23","6.71","0.56",,,"56","51","17.9","21.9",,,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-24","4.70","0.00",,,"68","46","15.0","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-25","2.68","0.00",,,"79","50","16.1","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-26","6.04","0.00",,,"70","52","17.0","21.0","    1",,,,,,,,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-27","3.58","0.00",,,"77","53","13.0","21.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-28","4.25","0.00",,,"74","49","13.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-29","5.14","0.00",,,"80","49","15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-30","4.25","0.00",,,"69","47","10.1","14.1","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-31","5.82","0.00",,,"63","50","17.0",,,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-01","6.93","0.00",,,"63","50","17.0","17.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-02","5.82","0.00",,,"63","48","14.1","17.0",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-03","2.91","0.00",,,"73","47","12.1","15.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-04","6.04","0.00",,,"73","50","13.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-05","4.25","0.00",,,"74","50","14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-06","4.25","0.00",,,"69","49","10.1","14.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-07","8.28","0.03",,,"63","55","17.0","25.1",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-08","4.92","0.00",,,"73","53","13.0",,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-09","4.92","0.00",,,"78","52","14.1","16.1","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-10","6.49","0.00",,,"67","51","21.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-11","10.51","0.00",,,"61","53","21.0","23.0",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-12","7.16","0.00",,,"61","50","15.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-13","10.51","0.00",,,"60","51","38.0","42.9","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-14","5.82","0.00",,,"60","45","17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-15","7.16","0.09",,,"58","46","21.9","30.0","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-16","8.72","0.00",,,"72","41","23.9","38.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-17","5.14","0.00",,,"68","48","14.1","17.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-18","5.37","0.00",,,"60","47","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-19","5.59","0.00",,,"58","48","17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-20","5.59","0.00",,,"60","48","15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-21","5.82","0.00",,,"72","46","16.1","17.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-22","4.25","0.00",,,"74","49","14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-23","5.82","0.00",,,"76","49","15.0","17.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-24","5.37","0.00",,,"64","53","15.0","17.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-25","5.82","0.00",,,"60","52","17.0","21.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-26","5.59","0.00",,,"61","49","15.0","17.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-27","13.87","0.00",,,"57","49","31.1","38.0",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-28","6.93","0.00",,,"58","42","21.9","29.1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-02-29","10.07","0.00",,,"59","44","21.9","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-01","7.38","0.00",,,"62","52","17.9","23.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-02","5.82","0.00",,,"70","47","15.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-03","5.14","0.00",,,"74","50","14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-04","5.14","0.00",,,"87","54","15.0","17.9",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-05","5.14","0.00",,,"79","51","13.0","15.0",,"    1",,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-06","9.17","0.00",,,"59","50","25.1","30.0","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-07","10.51","0.00",,,"62","50","23.0","30.0",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-08","6.49","0.00",,,"71","43","17.0","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-09","6.71","0.00",,,"82","51","23.0","28.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-10","6.26","0.00",,,"72","49","16.1","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-11","6.71","0.00",,,"62","53","17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-12","6.71","0.00",,,"60","53","16.1","17.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-13","8.05","0.00",,,"60","53","19.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-14","8.95","0.00",,,"62","49","17.9","23.0",,,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-15","5.82","0.00",,,"59","52","13.0","16.1",,,,,,,,"    1","    1",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-16","5.37","0.01",,,"59","54","13.0","15.0",,,,,,,,"    1","    1","    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-17","14.32","0.53",,,"57","46","30.0","36.0",,,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-18","19.24","0.01",,,"55","45","40.9","48.1",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-19","7.38","0.00",,,"57","47","17.0","23.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-20","5.82","0.00",,,"63","46","16.1","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-21","6.26","0.00",,,"68","49","15.0","17.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-22","5.82","0.00",,,"63","51","16.1","19.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-23","6.04","0.00",,,"62","53","15.0","17.9",,,,,,,,,"    1",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-24","6.93","0.00",,,"63","51","17.0","21.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-25","11.18","0.98",,,"56","49","31.1","36.0",,,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-26","7.61","0.13",,,"59","48","17.0","21.0","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-27","8.05","0.00",,,"60","48","23.0","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-28","7.61","0.00",,,"61","48","17.0","21.0","    1","    1",,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-29","7.16","0.00",,,"62","53","17.9","23.0","    1","    1",,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-30","6.26","0.00",,,"62","54","14.1","17.9",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-03-31","9.62","0.12",,,"62","53","30.0","36.9",,,,,,"    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-01","12.75","0.00",,,"68","50","28.0","36.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-02","8.28","0.00",,,"73","52","23.0","29.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-03","6.26","0.00",,,"71","51","15.0","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-04","6.71","0.00",,,"65","52","19.9","23.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-05","8.05","0.00",,,"62","51","23.9","31.1",,,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-06","6.71","0.00",,,"67","50","17.9","25.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-07","7.38","0.00",,,"82","54","19.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-08","6.04","0.00",,,"70","50","14.1","17.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-09","6.71","0.00",,,"67","50","17.9","21.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-10","8.28","0.37",,,"63","50","17.9","21.9","    1",,,,,,,"    1",,"    1","    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-11","12.53","0.26",,,"60","54","21.0","25.9","    1",,,,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-12","8.50","0.00",,,"61","50","21.9","25.1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-13","17.00","0.44",,,"59","50","33.1","40.0",,,"    1",,,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-14","11.86","0.00",,,"60","45","28.0","32.0",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-15","6.71","0.00",,,"62","48","15.0","19.9",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-16","6.04","0.00",,,"67","52","16.1","17.9","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-04-17","6.71","0.00",,,"68","52","17.0","19.9",,,,,,,,,,,
