"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT11","WT13","WT14","WT16"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-09-21","11.41","0.00",,,"78","54","25.9","32.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-09-22","8.72","0.00",,,"75","54","19.9","21.9","    1",,,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-09-23","9.17","0.00",,,"78","55","21.0","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-09-24","12.53","0.00",,,"69","56","25.9","31.1","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-09-25","8.05","0.01",,,"70","55","19.9","21.9",,,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-09-26","11.41","0.00",,,"73","53","25.1","30.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-09-27","7.16","0.00",,,"82","55","23.0","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-09-28","4.92","0.00",,,"90","61","16.1","19.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-09-29","6.93","0.00",,,"77","57","15.0","19.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-09-30","12.75","0.00",,,"72","61","23.9","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-01","8.50","0.00",,,"73","61","19.9","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-02","6.49","0.00",,,"72","57","17.9","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-03","6.49","0.16",,,"66","55","17.0","21.9",,,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-04","10.29","0.26",,,"66","57","17.9","23.9",,,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-05","12.75","0.68",,,"64","53","31.1","40.0",,,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-06","7.83","0.02",,,"64","54","23.9","28.0",,,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-07","6.49","0.00",,,"68","50","21.0","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-08","9.62","0.00",,,"70","52","30.0","36.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-09","8.95","0.00",,,"67","53","23.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-10","5.82","0.06",,,"67","60","15.0","21.9",,,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-11","7.61","0.00",,,"73","59","21.0","23.9",,,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-12","5.82","0.00",,,"78","57","17.0","21.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-13","5.37","0.00",,,"83","59","21.0","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-14","2.68","0.00",,,"83","60","10.1","12.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-15","6.71","0.00",,,"72","60","17.0","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-16","7.61","0.00",,,"72","59","17.9","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-17","5.59","0.00",,,"79","56","21.0","28.0",,,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-18","11.41","0.00",,,"66","56","23.0","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-19","12.30","0.00",,,"64","57","21.9","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-20","11.41","0.00",,,"64","54","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-21","7.16","0.00",,,"71","53","21.0","23.0",,,,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-22","2.91","0.00",,,"82","54","13.0","15.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-23","3.80","0.00",,,"80","57","14.1","15.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-24","6.04","0.00",,,"70","55","14.1","17.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-25","6.04","0.00",,,"65","51","19.9","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-26","5.37","0.00",,,"69","47","17.0","21.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-27","4.25","0.00",,,"72","48","17.0","21.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-28","7.16","0.00",,,"70","50","19.9","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-29","4.70","0.00",,,"74","49","19.9","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-30","7.61","0.00",,,"74","52","21.9","25.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-10-31","8.50","0.00",,,"71","53","23.0","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-01","6.71","0.00",,,"71","51","15.0","21.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-02","6.71","0.00",,,"72","54","16.1","21.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-03","9.17","0.02",,,"60","48","25.1","31.1",,,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-04","9.62","0.20",,,"57","46","21.9","25.9",,,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-05","12.08","0.23",,,"57","48","21.9","28.0","    1",,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-06","11.41","0.01",,,"59","48","23.0","23.9",,,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-07","6.71","0.00",,,"60","46","16.1","17.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-08","4.03","0.00",,,"61","43","12.1","13.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-09","3.80","0.00",,,"62","43","13.0","14.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-10","3.80","0.00",,,"63","45","10.1","14.1",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-11","5.37","0.46",,,"59","48","25.1","33.1",,,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-12","6.04","0.01",,,"60","50","15.0","17.9",,,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-13","8.50","0.00",,,"63","50","23.9","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-14","11.86","0.00",,,"61","50","29.1","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-15","7.61","0.00",,,"63","46","19.9","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-16","7.61","0.00",,,"62","47","23.0","28.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-17","10.07","0.00",,,"61","51","21.0","28.0",,,,,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-18","8.50","0.01",,,"58","48","17.0","23.0",,,,,,,"    1",,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-19","7.83","0.31",,,"55","43","25.9","31.1","    1",,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-20","10.51","0.17",,,"55","48","21.0","25.9","    1",,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-21","4.70","0.00",,,"57","48","10.1","13.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-22","6.04","0.00",,,"60","46","16.1","17.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-23","11.41","0.00",,,"60","48","23.9","33.1",,,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-24","10.74","0.13",,,"56","48","25.9","33.1","    1",,,,,,,,,"    1","    1","    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-25","4.70","0.00",,,"57","48","13.0","15.0",,,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-26","4.47","0.00",,,"59","49","10.1","13.0",,,,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-27","4.03","0.00",,,"57","47","12.1","13.0",,,,,,,"    1",,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-28","3.58","0.00",,,"57","47","14.1","19.9","    1","    1",,,,,"    1",,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-29","4.03","0.00",,,"53","47","17.0","19.9","    1","    1",,,,,"    1",,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-11-30","11.63","0.00",,,"64","48","32.0","38.0","    1","    1",,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-01","17.67","0.00",,,"63","56","30.0","36.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-02","10.51","0.00",,,"71","54","30.0","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-03","12.30","0.00",,,"61","47","25.1","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-04","4.70","0.00",,,"58","42","15.0","17.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-05","8.05","0.00",,,"57","41","23.9","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-06","3.58","0.00",,,"54","39","12.1","15.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-07","4.92","0.00",,,"55","39","17.9","21.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-08","2.24","0.00",,,"57","39","8.1","12.1",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-09","1.79","0.00",,,"58","39","6.0","8.1",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-10","4.47","0.00",,,"57","40","16.1","17.9",,,,,,,"    1",,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-11","4.03","0.01",,,"53","43","13.0","16.1",,,,,,,"    1",,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-12","3.80","0.06",,,"51","43","14.1","15.0","    1",,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-13","4.70","0.00",,,"56","39","17.0","21.0",,,,,,,"    1",,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-14","3.58","0.00",,,"52","40","13.0","15.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-15","6.71","0.06",,,"53","43","17.9","21.0",,,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-16","4.03","0.00",,,"62","38","16.1","17.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-17","4.25","0.00",,,"55","39","8.9","12.1",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-18","4.92","0.00",,,"53","40","15.0","17.0","    1",,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-19","4.03","0.00",,,"59","45","15.0","17.0",,,,,,,"    1",,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-20","3.13","0.00",,,"60","40","8.9","12.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-21","2.01","0.00",,,"60","39","8.9","10.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-22","8.05","0.00",,,"57","39","23.0","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-23","1.57","0.00",,,"52","36","12.1","13.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-24","2.01","0.00",,,"57","36","10.1","12.1",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-25","2.01","0.00",,,"52","36","8.1","8.9",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-26","4.47","0.00",,,"52","39","15.0","17.9",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-27","4.47","0.00",,,"57","45","14.1","16.1",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-28","3.80","0.00",,,"59","43","17.0","21.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-29","4.03","0.00",,,"56","46","16.1","17.9","    1","    1",,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-30","5.14","0.00",,,"54","49","17.9","21.0","    1",,,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2011-12-31","4.92","0.00",,,"57","43","10.1",,,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-01","4.25","0.00",,,"58","43","14.1","16.1",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-02","3.13","0.00",,,"55","45","15.0","17.0",,,,,,,"    1",,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-03","2.24","0.00",,,"53","48","12.1","14.1","    1","    1",,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-04","3.80","0.00",,,"57","43","23.9","28.0",,,,,,,"    1",,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-05","9.62","0.00",,,"61","43","23.9","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-06","6.71","0.00",,,"56","44","17.9","23.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-07","6.93","0.00",,,"64","41","25.1","30.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-08","6.26","0.00",,,"65","46","17.9","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-09","2.91","0.00",,,"60","41","12.1","14.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-10","2.91","0.00",,,"59","40","13.0","15.0",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-11","2.24","0.00",,,"65","39","8.9","12.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-12","0.89","0.00",,,"63","40","6.9","8.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-13","2.01","0.00",,,"62","40","6.9","6.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-14","3.58","0.00",,,"60","40","16.1","19.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-15","14.76","0.00",,,"52","44","33.1","40.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-16","5.14","0.00",,,"50","35","13.0","15.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-17","4.03","0.00",,,"51","34","14.1","17.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-18","3.80","0.00",,,"53","35","8.9","12.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-19","6.49","0.08",,,"52","38","15.0","19.9",,,,,,,,,,"    1","    1","    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-20","15.21","1.22",,,"59","49","40.0","55.9","    1",,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-21","17.67","0.08",,,"57","45","33.1","42.9","    1",,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-22","9.40","0.29",,,"53","44","17.9","25.1","    1",,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-23","19.01","0.49",,,"57","49","33.1","49.0","    1",,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-24","5.14","0.00",,,"58","46","15.0","17.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-25","4.92","0.00",,,"61","49","17.0","21.0","    1",,,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-26","8.05","0.00",,,"60","50","21.0","23.9","    1",,,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-27","2.24","0.00",,,"65","46","16.1","17.9","    1","    1",,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-28","3.13","0.00",,,"61","40","10.1","12.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-29","3.80","0.00",,,"60","43","17.0","19.9",,,,,,,"    1",,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-30","7.61","0.00",,,"56","49","19.9","23.0",,,,,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-01-31","8.05","0.00",,,"57","45","19.9","23.0",,,,,,,,,,,"    1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-01","7.61","0.00",,,"57","45","17.0","23.0",,,,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-02","3.58","0.00",,,"66","43","16.1","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-03","4.92","0.00",,,"62","44","17.0","21.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-04","1.79","0.00",,,"62","42","6.9","17.0",,,,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-05","2.24","0.00",,,"60","42","6.0","8.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-06","3.13","0.07",,,"61","45","13.0","33.1",,,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-07","8.05","0.08",,,"59","53","21.9","31.1","    1",,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-08","3.13","0.00",,,"63","48","17.9","28.0","    1","    1",,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-09","3.58","0.00",,,"66","46","21.9","25.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-10","6.26","0.00",,,"62","46","17.0","21.0","    1",,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-11","13.42","0.02",,,"54","49","23.9","28.0",,,"    1",,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-12","7.61","0.04",,,"56","47","21.0","23.0",,,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-13","16.78","0.10",,,"53","45","33.1","40.9","    1",,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-14","12.53","0.00",,,"56","43","31.1","38.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-15","13.87","0.08",,,"58","42","29.1","34.9",,,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-16","7.83","0.00",,,"63","41","21.0","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-17","8.05","0.00",,,"59","44","23.9","29.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-18","18.34","0.00",,,"57","46","36.9","42.9","    1",,,,,,,,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-19","8.05","0.00",,,"54","42","17.0","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-20","5.59","0.03",,,"56","48","19.9","21.9",,,,,,,,,,,,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-21","4.70","0.00",,,"61","47","15.0","17.9",,,,,,,"    1",,,"    1",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-22","11.18","0.00",,,"70","48","34.9","38.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-23","10.51","0.00",,,"68","47","23.0","28.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-24","10.07","0.00",,,"70","47","34.9","44.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-25","13.42","0.00",,,"57","45","25.1","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-26","10.96","0.00",,,"54","39","29.1","34.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-27","11.63","0.00",,,"52","39","25.1","31.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-28","14.09","0.01",,,"54","44","25.1","36.0",,,,,,,,,,,"    1","    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-02-29","14.09","0.23",,,"56","46","32.0","42.9",,,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-03-01","13.20","0.08",,,"54","43","31.1","36.9",,,,,,,,,,"    1",,"    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-03-02","5.37","0.00",,,"63","40","17.9","21.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-03-03","3.58","0.00",,,"69","42","17.9","23.9",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-03-04","5.82","0.00",,,"73","45","21.0","23.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-03-05","15.43","0.00",,,"57","43","32.0","36.0",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-03-06","22.59","0.01",,,"54","46","36.9","48.1","    1",,,,,,,,,"    1","    1","    1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-03-07","10.74","0.00",,,"61","46","29.1","33.1",,,,,,,,,,,,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2012-03-08","4.92","0.00",,,"65","41","16.1",,,,,,,,,,,,,
