timestamp,time,f_scale,location,county,state,latitude,longitude,comments
2015-08-03 20:05:00+00:00,2005,UNK,4 WSW RIVIERA BEACH,PALM BEACH,FL,26.76,-80.14,VIDEO...PHOTOS...AND EYEWITNESS REPORT INDICATE TORNADO TOUCHDOWN WEST OF DYER PARK IN THE VICINITY OF THE LANDFILL WEST OF THE FLORIDA TURNPIKE. NO REPORTED DAMAGE (MFL)
2015-06-10 20:35:00+00:00,2035,UNK,TEQUESTA,PALM BEACH,FL,26.97,-80.09,VIDEO OBTAINED FROM WEST PALM BEACH BROADCAST MEDIA SHOWED A LIKELY TORNADIC CIRCULATION AT THE COUNTY LINE PLAZA IN TEQUESTA. DAMAGE APPEARED TO BE LIMITED TO UPROOTED (MFL)
2016-01-28 15:35:00+00:00,1535,UNK,1 SW OCEAN RIDGE,PALM BEACH,FL,26.52,-80.06,REPORTS FROM MULTIPLE SOURCES OF TREE AND POWER LINE DAMAGE FROM DELRAY BEACH TO BOYNTON BEACH AND OCEAN RIDGE. LIKELY CAUSED BY TORNADO WHICH MOVED N-NE FROM ATLANTIC (MFL)
2017-10-28 22:23:00+00:00,2223,UNK,WEST PALM BEACH,PALM BEACH,FL,26.71,-80.06,VIDEO OF A TORNADO NEAR KRAVIS CENTER IN DOWNTOWN WEST PALM BEACH VIA CBS 12 PALM BEACH. TIME ESTIMATED BY RADAR. (MFL)
2017-10-28 21:42:00+00:00,2142,UNK,2 NW BOYNTON BEACH,PALM BEACH,FL,26.55,-80.11,DAMAGE TO MULTIPLE MOBILE HOMES AT A TRAILER PARK NEAR INTERSECTION OF NW 22ND AVE AND LAWRENCE RD IN BOYNTON BEACH. LIKELY TORNADO. TIME ESTIMATED VIA RADAR. (MFL)
2017-10-28 22:18:00+00:00,2218,UNK,2 SSW WEST PALM BEACH,PALM BEACH,FL,26.69,-80.07,TORNADO REPORTED AND CAPTURED ON VIDEO BY TRAINED SPOTTER NEAR BELVEDERE RD AND INTERSTATE 95. TIME ESTIMATED VIA RADAR. (MFL)
2015-02-05 12:36:00+00:00,1236,UNK,1 ENE BOCA WEST,PALM BEACH,FL,26.38,-80.15,PRELIMINARY RATING OF EF-1. SEVERAL TREES UPROOTED OR SNAPPED HALFWAY UP TRUNKS. TREE ONTO HOUSE. ROOF AND WINDOW DAMAGES. (MFL)
2017-01-23 06:39:00+00:00,0639,UNK,3 WNW FAU NORTH CAMPUS,PALM BEACH,FL,26.86,-80.14,EF-1 DAMAGE CONFIRMED BY SURVEY CREW. TREES SNAPPED AT TRUNKS. WINDS ESTIMATED AT 90 MPH (MFL)
2015-04-23 18:44:00+00:00,1844,UNK,4 NNW BELLE GLADE,PALM BEACH,FL,26.74,-80.7,MULTIPLE REPORTS OF WATERSPOUT COMING ONSHORE NW OF BELLE GLADE. ESTIMATED STRENGTH EF-0. NO DAMAGE REPORTED. DURATION OF APPROXIMATELY 3 MINUTES. TIMES ESTIMATED VIA R (MFL)
2015-08-03 20:00:00+00:00,2000,UNK,3 N FLORIDA GARDENS,PALM BEACH,FL,26.66,-80.17,VIDEO FROM OKEEHEELEE PARK OF DAMAGE CONSISTING OF DOWNED TREES AND LARGE BRANCHES AS WELL AS ROOF BLOWN OFF DEROOFING. DAMAGE CONSISTENT WITH EF-0 TORNADO. (MFL)
2015-12-28 14:31:00+00:00,1431,UNK,CHUMUCKLA,SANTA ROSA,FL,30.78,-87.24,RADAR CONFIRMED TORNADO. (MOB)
2016-02-24 02:18:00+00:00,0218,UNK,5 SE PACE,SANTA ROSA,FL,30.55,-87.11,INTERSECTION OF 14TH AND SAN MIGUEL CLOSED DUE TO DEBRIS ON ROADWAY. (MOB)
2015-11-02 17:00:00+00:00,1700,UNK,3 SSW GILBERTS MILL,WASHINGTON,FL,30.59,-85.51,TORNADO TOUCHDOWN AT RUFUS ROAD AND HARTFORD BLVD. ADDITIONAL INFORMATION WILL BE ADDED LATER. (TAE)
2016-02-24 17:45:00+00:00,1745,UNK,6 NE DUETTE,HILLSBOROUGH,FL,27.65,-82.06,TORNADO MOVED THROUGH OPEN FIELD OBSERVED BY MOSAIC PLANT WORKERS. TIME ESTIMATED OFF OF RADAR. (TBW)
2016-05-17 18:48:00+00:00,1848,UNK,VERO BEACH HIGHLANDS,INDIAN RIVER,FL,27.57,-80.39,NWS STORM SURVEY DETERMINED AN EF-1 TORNADO WITH 0.25 MILE LENGTH... 100 YARD WIDTH... WINDS 80-90 MPH. TWO HOMES WITH MAJOR DAMAGE... 16 HOMES WITH MINOR DAMAGE MAINLY TO RO
2017-08-18 21:40:00+00:00,2140,UNK,4 E BLUE CYPRESS LAKE,INDIAN RIVER,FL,27.73,-80.68,INDIAN RIVER COUNTY DEPUTY AND RELAYED VIDEOS CONFIRM A BRIEF LANDSPOUT TOUCHED DOWN IN AN UNPOPULATED MARSH AREA. TIME ESTIMATED. (MLB)
2017-08-11 21:03:00+00:00,2103,UNK,3 E KEY WEST,LOWER KEYS IN MON,FL,24.56,-81.73,DELAYED REPORT. STORM SURVEY CONFIRMED AN EF-0 TORNADO OCCURRED NEAR STOCK ISLAND WATERFRONT. DAMAGE TO ROOFS... SHEDS... AND BOAT COVERINGS OCCURRED. NUMEROUS SMALL TR (KEY)
2016-01-08 11:38:00+00:00,1138,UNK,MARATHON,MIDDLE KEYS IN MO,FL,24.71,-81.08,AT APPROXIMATELY 638 AM EST A WATERSPOUT CAME ASHORE ON COCO PLUM DRIVE IN MARATHON. THIS TORNADO CAUSED MINOR CANOPY DAMAGE TO A BUSINESS IN THE AREA. COUNTY EMERGENCY (KEY)
2016-02-24 06:26:00+00:00,0626,UNK,3 SSE CHOKEE,LEE,GA,31.85,-84.02,ROOF OFF OF BRICK HOUSE AND MOBILE HOME SEVERELY DAMAGED AND DEBRIS IN TREES ON GRAY MOSS RD. NO INJURIES. (TAE)
2017-01-22 19:39:00+00:00,1939,UNK,2 NE HARRISONS MILL,CLAY,GA,31.57,-84.86,TORNADO TOUCHED DOWN IN CLAY COUNTY AND MOVED INTO FAR NORTHWEST CALHOUN COUNTY AND THEN RANDOLPH COUNTY. RATED EF2 WITH DAMAGE TO STRUCTURES AND TREES. (TAE)
2016-11-30 18:42:00+00:00,1842,UNK,CARDELL,COBB,GA,33.78,-84.54,ROOF DAMAGE AND MULTIPLE TREES AND POWER LINES WERE REPORTED DOWN IN THE AREA OF DISCOVERY BLVD AND MABLETON PARKWAY. (FFC)
2017-01-22 08:45:00+00:00,0845,UNK,5 SE ADEL,COOK,GA,31.08,-83.37,DAMAGE REPORTED ON CAULIE HARRIS ROAD WITH DUAL POL TDS SIGNATURE (TAE)
2017-05-24 20:48:00+00:00,2048,UNK,4 ENE ADEL,COOK,GA,31.17,-83.36,SPORADIC INSTANCES OF TREES SNAPPED AND UPROOTED ALONG WITH MINOR STRUCTURAL DAMAGE CONSISTING OF METAL ROOF AND SHINGLE DAMAGE. RATED EF0 WITH PEAK WINDS ESTIMATED NEA (TAE)
2016-06-26 17:45:00+00:00,1745,UNK,REED BINGHAM STATE PARK,COOK,GA,31.17,-83.54,VIDEO TAKEN BY THE PUBLIC AND RELAYED BY MEDIA CONFIRMED THAT A VERY BRIEF TORNADO OCCURRED NEAR REED BINGHAM STATE PARK ON SUNDAY AFTERNOON. THE TORNADO APPEARED TO LA (TAE)
2017-01-22 08:45:00+00:00,0845,UNK,4 SE ADEL,COOK,GA,31.09,-83.38,*** 7 FATAL *** CONTINUATION OF TORNADO FROM NORTHEAST BROOKS COUNTY. THE COOK COUNTY PORTION OF THE TRACK IS RATED EF3 DUE TO DESTRUCTION IN A MOBILE HOME PARK. (TAE)
2015-04-04 02:10:00+00:00,0210,UNK,2 S RISING FAWN,DADE,GA,34.73,-85.53,MULTIPLE LARGE TREE LIMBS DOWN WITH ONE TREE UPROOTED. PATH WAS FROM JUST WEST OF I-59...ACROSS THE INTERSTATE AND LIFTED JUST EAST OF THE INTERSTATE. TOTAL PATH LENGTH (FFC)
2017-05-24 00:10:00+00:00,0010,UNK,1 ESE LUDOWICI,LONG,GA,31.7,-81.73,MEMBER OF PUBLIC CALLED 911 TO REPORT A BRIEF TORNADO TOUCHDOWN THAT QUICKLY LIFTED BACK. TIME ESTIMATED BASED ON TIME OF THE CALL. (CHS)
2015-01-04 16:48:00+00:00,1648,UNK,BROOKFIELD,TIFT,GA,31.42,-83.39,EF1 TORNADO (TAE)
2015-01-04 16:28:00+00:00,1628,UNK,2 NW OMEGA,TIFT,GA,31.36,-83.62,EF1 TORNADO (TAE)
2016-04-01 21:29:00+00:00,2129,UNK,2 S MILLWOOD,WARE,GA,31.24,-82.66,NATIONAL WEATHER SERVICE CONFIRMS A TORNADO JUST SOUTH OF U.S. 82 IN MILLWOOD. THE PRELIMINARY INTENSITY IS EF-1 WITH MAXIMUM WINDS OF 90 MPH. THE TORNADO WAS ON THE GR (JAX)
2015-01-04 18:03:00+00:00,1803,UNK,3 E ALMA,BACON,GA,31.54,-82.43,*** 2 INJ *** A NATIONAL WEATHER SERVICE STORM SURVEY DETERMINED THAT AN EF1 TORNADO TOUCHED DOWN 3 MILES EAST SOUTHEAST OF ALMA. TWO MOBILE HOMES WERE SEVERELY DAMAGED (JAX)
2017-01-03 02:47:00+00:00,0247,UNK,2 S HAWKINSTOWN,BAKER,GA,31.24,-84.45,NUMEROUS TREES DOWN AND 2 HOMES POSSIBLY DAMAGED ALONG JULIENNE SHEO ROAD. LIKELY TORNADO DAMAGE WITH TDS SIGNATURE NOTED ON DUAL POL RADAR (TAE)
2017-01-21 19:09:00+00:00,1909,UNK,4 NW MIDVILLE,BURKE,GA,32.86,-82.29,AN EF0 TORNADO TOUCHED DOWN NEAR OLD WADLEY ROAD AND HIGHWAY 17. THE STORM TRACKED NORTH-NORTHEAST 1.3 MILES WITH WIDTH OF 250 YARDS BEFORE DISSIPATING NEAR BARK CAMP C (CAE)
2015-04-19 19:42:00+00:00,1942,UNK,10 ESE HEPHZIBAH,BURKE,GA,33.24,-81.94,NWS STORM SURVEY TEAM DETERMINED THAT AN EF-2 TORNADO TOUCHED DOWN NEAR THE TOWN OF MCBEAN NEAR THE BORDER OF RICHMOND AND BURKE COUNTIES. THERE WERE SEVERAL HOMES DAMA (CAE)
2017-01-21 19:23:00+00:00,1923,UNK,7 SE VIDETTE,BURKE,GA,32.96,-82.18,AN EF0 TORNADO TOUCHED NEAR REEVES ROAD. THE STORM TRACKED NORTHEAST 1.5 MILES WITH A WIDTH OF 100 YARDS BEFORE DISSIPATING NEAR ROSIER ROAD. THE TORNADO DAMAGED A META (CAE)
2017-01-21 19:40:00+00:00,1940,UNK,3 ESE WAYNESBORO,BURKE,GA,33.06,-81.97,TWO TREES UPROOTED AND TWO SHEDS DESTROYED ON SCRUB OAK RD. (CAE)
2017-05-23 17:44:00+00:00,1744,UNK,3 S WENONA,CRISP,GA,31.87,-83.75,GA HIGHWAY 41 BLOCKED DUE TO FALLEN TREES AND POWER LINE DAMAGE (FFC)
2017-05-23 17:49:00+00:00,1749,UNK,1 W BEDGOOD,CRISP,GA,31.85,-83.72,REPORT THAT A TRACTOR TRAILER WAS FLIPPED ON I-75 NEAR MM 93 (FFC)
2015-01-04 16:55:00+00:00,1655,UNK,1 WSW DODGE HIGH,DODGE,GA,32.22,-83.24,A BRIEF EF1 TORNADO TOUCHED DOWN SOUTHWEST OF THE INTERSECTION OF LOG CABIN ROAD AND ANTIOCH CHURCH ROAD AND TRAVELED JUST 0.3 MILES THROUGH THE INTERSECTION. ABOUT 10 (FFC)
2017-04-05 19:10:00+00:00,1910,UNK,GRESSTON,DODGE,GA,32.29,-83.25,PUBLIC REPORTS MULTIUPLE LARGE TREES BLOWN DOWN... 1 OF WHICH WAS BLOWN ONTO A HOUSE. (FFC)
2017-04-05 19:05:00+00:00,1905,UNK,2 SSW DUBOIS,DODGE,GA,32.28,-83.29,AN EF1 TORNADO WITH A PATH LENGTH OF 8.9 MILES AND A MAXIMUM PATH WIDTH OF 350 YARDS. THE ESTIMATED PEAK WIND WAS 105 MPH. (FFC)
2017-04-05 17:55:00+00:00,1755,UNK,1 SSE DRAYTON,DOOLY,GA,32.06,-83.95,A STRONG EF1 TORNADO WITH A PATH LENGTH OF 8.9 MILES AND A PATH WIDTH OF 200 YARDS. THE MOST SUBSTANTIAL DAMAGE WITH THIS TORNADO OCCURRED TO A HOME ALONG FRANKLIN ROAD (FFC)
2016-02-24 05:07:00+00:00,0507,UNK,4 NW BLAKELY,EARLY,GA,31.42,-84.98,THIS TORNADO BEGAN AROUND GRIMSLEY ROAD WITH TREE DAMAGE NOTED IN SURROUNDING FIELDS. IT THEN MOVED NORTHEAST... CROSSING STATE HIGHWAY 39 TO THE NORTHWEST OF BLAKELY. (TAE)
2017-01-03 02:34:00+00:00,0234,UNK,5 S ARLINGTON,EARLY,GA,31.37,-84.72,EF-2 TORNADO TOUCHED DOWN JUST WEST OF HIGHWAY 45 NORTH OF BILLY NEWBERRY ROAD. THE TORNADO LIFTTED JUST NORTH OF NEWTON RD AFTER A PATH OF 4.6 MILES. THERE WAS SIGNIFI (TAE)
2017-01-03 02:12:00+00:00,0212,UNK,1 E SAWHATCHEE,EARLY,GA,31.28,-85.01,TORNADO TOUCHED DOWN ON DAMASCUS-HILTON RD JUST EAST OF ZION ROAD AND MOVED NE TOWARD CEDAR SPRINGS RD. AT THE INTERSECTION OF CEDAR SPRINGS RD AND HIGHTOWER RD... TWO (TAE)
2017-01-03 02:18:00+00:00,0218,UNK,1 SSW CENTERVILLE,EARLY,GA,31.26,-84.9,EF-2 TORNADO TOUCHED DOWN ON EARLY CO. SIDE OF EARLY-MILLER LINE NEAR THREE NOTCH ROAD. THE TORNADO MOVED NE TOWARDS US-27 NEAR BATES RD. A MOBILE HOME SUFFERED ROOF DA (TAE)
2016-02-24 07:49:00+00:00,0749,UNK,2 SE WHIGHAM,GRADY,GA,30.86,-84.3,TREES DOWN ALONG PROVIDENCE ROAD. TDS SIGNATURE NOTED ON RADAR. (TAE)
2016-03-31 23:38:00+00:00,2338,UNK,8 WSW PELHAM,GRADY,GA,31.07,-84.27,POWER LINES DOWN NEAR GODWIN LANE AND COUNTY LINE ROAD 262. REPORT OF A BRIEF TORNADO TOUCHDOWN FROM TWO SEPARATE WITNESSES IN THE AREA. NO OTHER DAMAGE REPORTED AT THI (TAE)
2015-11-01 20:45:00+00:00,2045,UNK,ELPINO,GRADY,GA,31.0,-84.23,REPORT OF A BRIEF TORNADO NEAR THE INTERSECTION OF PINE LEVEL ROAD AND RIDGE ROAD. LAW ENFORCEMENT WITNESSED TORNADO. THERE WERE REPORTS OF MULTIPLE TREES BLOWN DOWN AN (TAE)
2017-04-03 16:49:00+00:00,1649,UNK,2 SSE LOCUST GROVE,HENRY,GA,33.32,-84.09,EM REPORTS 40-50 TREES DOWN AND MINOR STRUCTURAL DAMAGE TO HOMES BETWEEN BONAVENTURE PLACE AND JALEY PKWY. TIME ESTIMATED FROM RADAR. (FFC)
2017-04-03 17:40:00+00:00,1740,UNK,3 SE HILLSBORO,JONES,GA,33.15,-83.6,THIS WAS AN EF0 TORNADO WITH A PATH LENGTH OF 3 MILES AND A MAXIMUM PATH WIDTH OF 100 YARDS. THE ESTIMATED PEAK WIND WAS 70 MPH. THIS TORNADO UPROOTED A TREE THAT CAUSE (FFC)
2017-04-03 16:44:00+00:00,1644,UNK,REDBONE CROSSROADS,UPSON,GA,32.87,-84.25,THIS WAS AN EF1 TORNADO THAT HAD A PATH LENGTH OF 6.9 MILES AND A MAXIMUM PATH WIDTH OF 150 YARDS. THE ESTIMATED PEAK WIND WAS 90 MPH. THIS TORNADO CAUSED MINOR DAMAGE (FFC)
2017-01-21 16:44:00+00:00,1644,UNK,2 SSW THE ROCK,UPSON,GA,32.94,-84.26,DAMAGE REPORTED SOUTHWEST OF THE UPSON COUNTY AIRPORT. MANY TREES DOWN AND SNAPPED... TREES ON HOMES... POWERLINES DOWN. (FFC)
2015-12-24 18:29:00+00:00,1829,UNK,4 SW CULLODEN,UPSON,GA,32.82,-84.13,SEVERAL TREES SNAPPED OR UPROOTED ALONG MOUNT CARMEL ROAD IN UPSON COUNTY. EF-0 TORNADO CONFIRMED FROM NWS SURVEY AND ARCHIVED RADAR DATA. ADDITIONAL DETAILS IN PUBLIC (FFC)
2017-01-21 16:21:00+00:00,1621,UNK,2 S ROLAND,UPSON,GA,32.83,-84.41,DAMAGE REPORTED AT THE RIVERBEND RESTAURANT ON THE FLINT RIVER. DOZENS OF TREES DOWN... SNAPPED... AND POWERLINES DOWN. (FFC)
2017-04-03 16:36:00+00:00,1636,UNK,3 ENE BIG LAZER CREEK W,UPSON,GA,32.79,-84.36,MULTIPLE TREES WERE DOWN NEAR THE CROSSING OF POBIDDY ROAD AND THE FLINT RIVER. (FFC)
2017-04-03 18:10:00+00:00,1810,UNK,2 NNW DOLES,WORTH,GA,31.72,-83.9,VIDEO RELAYED BY WALB SHOWS WEAK TORNADO OVER FARMLAND NEAR DOLES. NO DAMAGE REPORTED. (TAE)
2017-01-22 20:42:00+00:00,2042,UNK,4 SSW DOLES,WORTH,GA,31.65,-83.9,EF3 TORNADO FROM DOUGHERTY COUNTY CONTINUED INTO WORTH COUNTY WITH EF3 DAMAGE FOUND IN WORTH COUNTY AS WELL. ADDITIONAL DETAILS WILL FOLLOW ON WEDNESDAY. (TAE)
2017-01-03 03:34:00+00:00,0334,UNK,5 E STOCKS,WORTH,GA,31.67,-84.0,TREES AND POWER LINES DOWN IN THE AREA ALONG WITH DUAL-POL TDS SIGNATURE FROM JGX RADAR ALONG THE DOUGHERTY...WORTH...LEE COUNTY LINE. (TAE)
2017-03-22 01:03:00+00:00,0103,UNK,3 E RUSSELL,BARROW,GA,33.98,-83.65,BRIEF EF0 TORNADO WITH A PATH LENGTH OF 200 YDS OR 0.1 MILES DESTROYED A BARN AND CARRIED DEBRIS A QUARTER MILE. SEVERAL LARGE TREES WERE SNAPPED OR UPROOTED. (FFC)
2017-01-22 08:18:00+00:00,0818,UNK,4 NE PAVO,BROOKS,GA,31.0,-83.7,CONTINUATION OF THOMAS COUNTY TORNADO INTO NORTHWEST BROOKS COUNTY. THIS IS THE END POINT. THE BROOKS COUNTY PORTION OF THIS TRACK IS RATED EF1 DUE TO ROOF DAMAGE TO A (TAE)
2017-01-22 08:29:00+00:00,0829,UNK,4 W BARNEY,BROOKS,GA,31.0,-83.58,*** 2 FATAL *** SECOND TORNADO TOUCHED DOWN IN NORTHEAST BROOKS COUNTY WEST OF BARNEY AND MOVED THROUGH COOK COUNTY AND INTO BERRIEN COUNTY. THE NORTHEAST BROOKS COUNTY (TAE)
2017-01-22 23:26:00+00:00,2326,UNK,9 SW WOODBINE,CAMDEN,GA,30.87,-81.83,EF1 WITH WINDS OF 100 TO 110MPH. PATH LENGTH 16.63 MI. MAX WIDTH 120 YARDS. (JAX)
2017-01-22 23:29:00+00:00,2329,UNK,WOODBINE,CAMDEN,GA,30.96,-81.72,TDS SIGNATURE BY DUAL POL NEAR WOODBINE. (JAX)
2016-04-01 21:10:00+00:00,2110,UNK,9 SSW PEARSON,CLINCH,GA,31.17,-82.91,NATIONAL WEATHER SERVICE STORM SURVEY HAS CONFIRMED A TORNADO NEAR THE CLINCH AND ATKINSON COUNTY BORDER. THE PRELIMINARY INTENSITY IS A HIGH END EF-1 TORNADO WITH MAXI (JAX)
2017-05-04 18:04:00+00:00,1804,UNK,3 ESE WEST GREEN,COFFEE,GA,31.59,-82.7,A NWS STORM SURVEY FOUND A TORNADO RESULTED IN DAMAGE TO ONE HOME AND ONE OUTBUILDING. TREES WITH SNAPPED TRUNKS WERE ALSO FOUND ALONG THE PATH. (JAX)
2015-04-19 18:03:00+00:00,1803,UNK,6 SSE AMBROSE,COFFEE,GA,31.52,-82.96,NWS JACKSONVILLE CONDUCTED A STORM SURVEY IN COFFEE COUNTY GEORGIA ON THE OUTSKIRTS OF DOUGLAS. THE TORNADO WAS DETERMINED TO BE AN EF0 WITH WINDS OF 75 TO 85 MPH. THE (JAX)
2015-11-18 21:48:00+00:00,2148,UNK,2 SSE GOODES,COWETA,GA,33.51,-84.72,AT LEAST FOUR HOMES DAMAGED ON GEORGE WYNN RD AND LEA WAY. FRONT PORCH WAS REMOVED FROM ONE HOME AND ROOF DAMAGE TO AT LEAST ONE HOME. (FFC)
2015-11-18 22:47:00+00:00,2247,UNK,1 SSW MOUNTAIN WOODS,DEKALB,GA,33.84,-84.2,A VERY BRIEF EF-0 TORNADO TOUCHED DOWN FOR LESS THAN A MINUTE JUST NE OF THE US-78E / MOUNTAIN INDUSTRIAL BLVD EXIT NEAR TUCKER. ROOF WAS PARTIALLY PEELED BACK AND THE (FFC)
2017-05-05 01:40:00+00:00,0140,UNK,1 ESE INGLESIDE,DEKALB,GA,33.78,-84.25,NWS SURVEY TEAM DETERMINED AN EF-0 TORNADO TOUCHED DOWN NORTHEAST OF AVONDALE ESTATES. THE TORNADO DOWNED AND SNAPPED MULTUPLE TREES. THE TORNADO PATH WAS 1.1 MILES LON (FFC)
2017-05-24 15:43:00+00:00,1543,UNK,1 ESE MURPHY JUNCTION,FANNIN,GA,34.88,-84.29,NWS SURVEY CONFIRMED A BRIEF EF-0 TORNADO TOUCHED DOWN NE OF BLUE RIDGE WHERE IT SNAPPED AND UPROOTED SEVERAL LARGE TREES EAST OF HIGHWAY 515. THE TORNADO WAS 35 YARDS (FFC)
2015-11-18 21:59:00+00:00,2159,UNK,BEAR CREEK ESTATES,FULTON,GA,33.56,-84.63,*** 1 INJ *** NWS SURVEY DETERMINED THAT AN EF-1 TORNADO WITH MAXIMUM WINDS OF 95 MPH TOUCHED DOWN NEAR CREEKSIDE HIGH SCHOOL AND TRAVELED NORTH FOR 1.75 MILES DOWNING (FFC)
2017-05-05 01:12:00+00:00,0112,UNK,1 WSW HAPEVILLE,FULTON,GA,33.66,-84.42,NWS SURVEY TEAM DETERMINED THAT AN EF-0 TORNADO BRIEFLY TOUCHED DOWN AT THE NORTH CARGO BAY AREA OF HARTSFIELD-JACKSON INTERNATIONAL AIRPORT. THE TORNADO PICKEDUP UP 8 (FFC)
2016-11-30 18:44:00+00:00,1844,UNK,1 ENE BANKHEAD COURTS,FULTON,GA,33.8,-84.49,TREES WERE BLOWN DOWN ON NASH ROAD NORTHWEST. (FFC)
2017-05-05 01:12:00+00:00,0112,UNK,ATLANTA,FULTON,GA,33.75,-84.39,NWS SURVEY TEAM DETERMINED THAT AN EF-0 TORNADO BRIEFLY TOUCHED DOWN AT THE NORTH CARGO BAY AREA OF HARTSFIELD-JACKSON INTERNATIONAL AIRPORT. THE TORNADO PICKEDUP UP 8 (FFC)
2016-11-30 18:53:00+00:00,1853,UNK,2 W BUCKHEAD,FULTON,GA,33.84,-84.41,A TREE WAS BLOWN DOWN NEAR THE INTERSECTION OF NORTHSIDE DR NW AND MOORES MILL RD NW. (FFC)
2017-04-03 15:36:00+00:00,1536,UNK,CHATTAHOOCHEE HILLS,FULTON,GA,33.55,-84.76,THE TORNADO INITIALLY TOUCHED DOWN ON CAMPBELLTON REDWINE ROAD ABOUT .20 MILES NORTH OF SOUTH FULTON PARKWAY. IT THEN TOUCHED DOWN INTERMITTENTLY EASTWARD ABOUT 3.8 MIL (FFC)
2017-05-24 15:16:00+00:00,1516,UNK,1 SSW OLLIE,GILMER,GA,34.73,-84.61,NWS SURVEY CONFIRMED A BRIEF EF-0 TORNADO TOUCHED DOWN 7.4 MILES WNW OF ELLIJAY WHERE IT SNAPPED AND UPROOTED SEVERAL LARGE TREES. THE TORNADO WAS 30 YARDS WIDE AND TRA (FFC)
2017-05-24 14:47:00+00:00,1447,UNK,1 ENE RESACA,GORDON,GA,34.58,-84.92,NWS SURVEY CONFIRMED A BRIEF EF-0 TORNADO TOUCHED DOWN EAST OF RESACA WHERE IT SNAPPED AND UPROOTED SEVERAL LARGE TREES AND BRANCHES. THE TORNADO WAS 70 YARDS WIDE AND (FFC)
2017-02-07 21:36:00+00:00,2136,UNK,2 SW REHOBETH,HARRIS,GA,32.62,-84.91,A BRIEF TORNADO TRAVELED ALONG HIGHWAY 27 IN SOUTHERN HARRIS COUNTY MAINLY SNAPPING OR UPROOTING TREES... AND KNOCKING DOWN POWER POLES. IT STARTED ON WEST BONACRE RD A (FFC)
2017-01-21 15:57:00+00:00,1557,UNK,1 SW CATAULA,HARRIS,GA,32.65,-84.87,DEBRIS ON ROAD AND POWER LINES DOWN ON 27 NORTHBOUND AT CHAMBLISS ROAD. AND AT HWY 315 INTERSECTION TO HOLLAND ROAD. ROADS CLOSED DUE TO DEBRIS AND POWERLINES DOWN. (FFC)
2017-01-21 15:41:00+00:00,1541,UNK,CATAULA,HARRIS,GA,32.66,-84.87,9 TREES DOWN IN THE TOWN OF CATAULA. ONE TREE WAS HIT BY A CAR AND ANOTHER WAS ON A HOUSE. NUMEROUS TREES DOWNED IN THE AREA OFF CHAMBLISS ROAD. NO MAJOR DAMAGE TO HOME (FFC)
2017-01-03 02:41:00+00:00,0241,UNK,2 SSW COOKTOWN,MILLER,GA,31.18,-84.57,EF-1 TORNADO TOUCHED DOWN NEAR ALBANY HWY AND KIMBREL RD IN EASTERN MILLER COUNTY. THE TORNADO TRAVELED NORTHEAST 10 MILES...DOING HEAVY DAMAGE TO TREES ALONG THE PATH. (TAE)
2017-01-21 17:22:00+00:00,1722,UNK,2 SSE PERCALE,MONROE,GA,33.07,-83.78,TORNADIC DAMAGE APPEARS TO END SOUTHWEST OF JULIETTE. MANY TREES DOWN IN THE AREA AND POWER LINES DOWN ALONG THE TRACK ENDING NEAR GA87. (FFC)
2017-04-03 17:06:00+00:00,1706,UNK,1 WNW SMARR,MONROE,GA,32.99,-83.9,THIS WAS A HIGH END EF1 TORNADO WITH A PATH LENGTH OF 8.3 MILES AND A MAXIMUM PATH WIDTH OF 300 YARDS. THE ESTIMATED PEAK WIND WAS 110 MPH. THIS TORNADO DAMAGED 30 HOME (FFC)
2017-01-21 17:05:00+00:00,1705,UNK,SMARR,MONROE,GA,32.98,-83.88,TORNADIC DAMAGE WAS LOCATED IN SMARR. MULTPILE TREES DOWN AND ALSO SNAPPED. (FFC)
2017-04-03 17:16:00+00:00,1716,UNK,3 NE SMARR,MONROE,GA,33.02,-83.85,AS MANY AS 30 HOMES WITH DAMAGE IN MONROE COUNTY..9 MAJOR AND 1 DESTROYED. 1 FAMILY WAS TRAPPED BUT NO INJURIES WERE REPORTED (FFC)
2015-12-24 18:26:00+00:00,1826,UNK,2 E CULLODEN,MONROE,GA,32.86,-84.06,EMERGENCY MANAGER REPORTING TREES DOWN IN THE CULLODEN COMMUNITY. POSSIBLE TORNADO (FFC)
2017-03-01 21:27:00+00:00,2127,UNK,3 W CHATSWORTH,MURRAY,GA,34.77,-84.82,AN EF1 TORNADO TOUCHED DOWN JUST WEST OF CHATSWORTH. A BARN WAS DESTROYED...A ROOF WAS PEELED OFF AN INDUSTRIAL BUILDING...AN APT COMPLEX HAD ROOF DAMAGE...A SCHOOL WAS (FFC)
2017-04-05 16:09:00+00:00,1609,UNK,1 NE ASHLEY GROVE,NEWTON,GA,33.72,-83.88,MULTIPLE HOUSES DAMAGED ALONG WAPAKONATA TRAIL...TREES ON HOUSES...MULTIPLE POWERLINES AND TREES DOWN (FFC)
2017-04-03 16:53:00+00:00,1653,UNK,ELLAVILLE,SCHLEY,GA,32.24,-84.31,IN ELLAVILLE... AROUND 150 TREES WERE REPORTED DOWN... MULTIPLE TREES WERE REPORTED DOWN ON HOMES... MULTIPLE STRUCTURAL COLLAPSES OCCURRED... AND TWO TRACTOR-TRAILERS (FFC)
